r_angstrom,gamma23_mean,gamma23_sem
2.880000000000000071e+01,-8.062133109078223470e+01,4.416098891342472021e-01
2.890000000000000213e+01,-8.080997018664787390e+01,4.427873640344228146e-01
2.900000000000000000e+01,-8.090127609683914045e+01,4.463337414880765852e-01
2.910000000000000142e+01,-8.105603306371118322e+01,4.490925996679074883e-01
2.920000000000000284e+01,-8.113401004012092699e+01,4.546693208600916525e-01
2.930000000000000071e+01,-8.114241288332135582e+01,4.591088462123190106e-01
2.940000000000000213e+01,-8.132459603983927821e+01,4.566982022348832770e-01
2.950000000000000000e+01,-8.146604382707555203e+01,4.621716948792790047e-01
2.960000000000000142e+01,-8.162016861787057564e+01,4.669986120347041636e-01
2.970000000000000284e+01,-8.188941669399710577e+01,4.672909176403713949e-01
2.980000000000000071e+01,-8.202602485132614163e+01,4.705477994520524399e-01
2.990000000000000213e+01,-8.215400801316094714e+01,4.737412151721878684e-01
3.000000000000000000e+01,-8.230186363680680017e+01,4.764974208242548914e-01
